,event,penalty,penalty_on,drew_by,coords,period,period_time_remaining,penalty_team,drew_by_team,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,penalty_on_id,drew_by_id,description
119,penalty,Holding,Michael Del Zotto,Matt Luff,[97.  6.],2,15:54,ANA,LAK,LAK,26,ANA,24,0,2,8474584,8479644.0,Michael Del Zotto Holding against Matt Luff
131,penalty,Holding,Adrian Kempe,Michael Del Zotto,[-51.  -1.],2,12:49,LAK,ANA,LAK,26,ANA,24,0,3,8477960,8474584.0,Adrian Kempe Holding against Michael Del Zotto
140,penalty,Fighting,Kurtis MacDermid,Nicolas Deslauriers,[-59.  -1.],2,10:23,LAK,ANA,LAK,26,ANA,24,0,3,8477073,8475235.0,Kurtis MacDermid Fighting against Nicolas Deslauriers
141,penalty,Fighting,Nicolas Deslauriers,Kurtis MacDermid,[-69.  -2.],2,10:23,ANA,LAK,LAK,26,ANA,24,0,3,8475235,8477073.0,Nicolas Deslauriers Fighting against Kurtis MacDermid
166,penalty,Holding,Cam Fowler,Jeff Carter,[ 79. -15.],2,03:42,ANA,LAK,LAK,26,ANA,24,0,3,8475764,8470604.0,Cam Fowler Holding against Jeff Carter
16,penalty,Hi stick - double minor,Sam Steel,Mike Reilly,[-51.  17.],1,15:29,ANA,OTT,OTT,9,ANA,24,0,0,8479351,8476422.0,Sam Steel Hi stick - double minor against Mike Reilly
96,penalty,Tripping,Ryan Getzlaf,Jean-Gabriel Pageau,[-96.  -3.],2,16:56,ANA,OTT,OTT,9,ANA,24,0,1,8470612,8476419.0,Ryan Getzlaf Tripping against Jean-Gabriel Pageau
126,penalty,Slashing,Mark Borowiecki,Troy Terry,[ 62. -34.],2,11:20,OTT,ANA,OTT,9,ANA,24,1,1,8474697,8478873.0,Mark Borowiecki Slashing against Troy Terry
156,penalty,Tripping,Dylan DeMelo,Max Jones,[79. 10.],2,02:46,OTT,ANA,OTT,9,ANA,24,1,2,8476331,8479368.0,Dylan DeMelo Tripping against Max Jones
161,penalty,Too many men on the ice,Nicolas Deslauriers,,[ 6. 39.],2,01:21,ANA,OTT,OTT,9,ANA,24,1,2,8475235,,Too many men/ice served by Nicolas Deslauriers
172,penalty,Tripping,Erik Gudbranson,Tyler Ennis,[25. 30.],3,17:47,ANA,OTT,OTT,9,ANA,24,1,2,8475790,8474589.0,Erik Gudbranson Tripping against Tyler Ennis
215,penalty,Tripping,Thomas Chabot,Troy Terry,[-96. -10.],3,07:03,OTT,ANA,OTT,9,ANA,24,2,2,8478469,8478873.0,Thomas Chabot Tripping against Troy Terry
3,penalty,Delay of game,Victor Mete,,[85.  4.],1,19:03,MTL,ANA,MTL,8,ANA,24,0,0,8479376,,Victor Mete Delay of game
47,penalty,Hooking,Ben Chiarot,Jakob Silfverberg,[74. -5.],1,08:06,MTL,ANA,MTL,8,ANA,24,0,0,8475279,8475164.0,Ben Chiarot Hooking against Jakob Silfverberg
69,penalty,Interference,Nick Ritchie,Brendan Gallagher,[-19.  41.],1,03:49,ANA,MTL,MTL,8,ANA,24,0,0,8477941,8475848.0,Nick Ritchie Interference against Brendan Gallagher
119,penalty,Slashing,Ryan Getzlaf,Tomas Tatar,[73. 11.],2,15:14,ANA,MTL,MTL,8,ANA,24,1,0,8470612,8475193.0,Ryan Getzlaf Slashing against Tomas Tatar
174,penalty,Tripping,Sam Steel,Nick Cousins,[62.  5.],2,03:44,ANA,MTL,MTL,8,ANA,24,2,1,8479351,8476393.0,Sam Steel Tripping against Nick Cousins
